Num,AE,FE,Megye,OEVK,Settlement,Station
1411,577,345,BARANYA,1,Pécs,44
1412,553,384,BARANYA,1,Pécs,45
1413,712,537,BARANYA,1,Pécs,46
1414,1270,304,BARANYA,1,Pécs,47
1415,574,411,BARANYA,1,Pécs,48
1416,626,484,BARANYA,1,Pécs,49
1417,583,461,BARANYA,1,Pécs,50
1418,662,467,BARANYA,1,Pécs,51
1419,754,569,BARANYA,1,Pécs,53
1420,916,681,BARANYA,1,Pécs,54
1421,628,491,BARANYA,1,Pécs,55
1422,724,535,BARANYA,1,Pécs,56
1423,614,457,BARANYA,1,Pécs,57
1424,714,544,BARANYA,1,Pécs,58
1425,675,475,BARANYA,1,Pécs,59
1426,768,565,BARANYA,1,Pécs,60
1427,741,528,BARANYA,1,Pécs,61
1428,580,440,BARANYA,1,Pécs,62
1429,770,577,BARANYA,1,Pécs,63
1430,550,442,BARANYA,1,Pécs,64
1431,592,446,BARANYA,1,Pécs,65
1432,576,467,BARANYA,1,Pécs,66
1433,681,528,BARANYA,1,Pécs,67
1434,556,445,BARANYA,1,Pécs,68
1435,721,583,BARANYA,1,Pécs,69
1436,946,747,BARANYA,1,Pécs,70
1437,830,699,BARANYA,1,Pécs,71
1438,616,506,BARANYA,1,Pécs,72
1439,623,454,BARANYA,1,Pécs,73
1440,673,459,BARANYA,1,Pécs,74
1441,614,423,BARANYA,1,Pécs,75
1442,1001,698,BARANYA,1,Pécs,103
1443,791,618,BARANYA,1,Pécs,104
1444,719,540,BARANYA,1,Pécs,105
1445,607,479,BARANYA,1,Pécs,106
1446,782,550,BARANYA,1,Pécs,107
1447,758,562,BARANYA,1,Pécs,108
1448,659,422,BARANYA,1,Pécs,109
1449,668,435,BARANYA,1,Pécs,110
1450,803,514,BARANYA,1,Pécs,111
1451,734,472,BARANYA,1,Pécs,112
1452,672,485,BARANYA,1,Pécs,113
1453,642,465,BARANYA,1,Pécs,114
1454,761,516,BARANYA,1,Pécs,115
1455,832,593,BARANYA,1,Pécs,116
1456,664,448,BARANYA,1,Pécs,117
1457,703,510,BARANYA,1,Pécs,118
1458,803,563,BARANYA,1,Pécs,119
1459,604,433,BARANYA,1,Pécs,120
1460,635,423,BARANYA,1,Pécs,121
1461,644,438,BARANYA,1,Pécs,122
1462,800,556,BARANYA,1,Pécs,123
1463,1103,777,BARANYA,1,Pécs,124
1464,884,679,BARANYA,1,Pécs,125
1465,653,455,BARANYA,1,Pécs,126
1466,598,428,BARANYA,1,Pécs,127
1467,784,549,BARANYA,1,Pécs,128
1468,883,591,BARANYA,1,Pécs,129
1469,892,586,BARANYA,1,Pécs,130
1470,880,603,BARANYA,1,Pécs,131
1471,593,407,BARANYA,1,Pécs,132
1472,968,666,BARANYA,1,Pécs,133
1473,816,567,BARANYA,1,Pécs,134
1474,657,470,BARANYA,1,Pécs,135
1475,989,708,BARANYA,1,Pécs,136
1476,982,656,BARANYA,1,Pécs,137
1477,1279,946,BARANYA,1,Pécs,138
1478,907,602,BARANYA,1,Pécs,139
1479,1248,826,BARANYA,1,Pécs,140
1480,777,511,BARANYA,1,Pécs,141
1481,968,724,BARANYA,1,Pécs,142
1482,990,696,BARANYA,1,Pécs,143
1483,891,660,BARANYA,1,Pécs,144
1484,967,673,BARANYA,1,Pécs,145
1485,1060,834,BARANYA,1,Pécs,146
1486,829,607,BARANYA,1,Pécs,147
1487,777,570,BARANYA,1,Pécs,148
1488,703,375,BARANYA,1,Pécs,149
1489,628,485,BARANYA,1,Pécsudvard,1
1490,976,692,BARANYA,1,Pogány,1
1491,685,401,BARANYA,2,Berkesd,1
1492,843,582,BARANYA,2,Bogád,1
1493,490,333,BARANYA,2,Cserkút,1
1494,174,131,BARANYA,2,Ellend,1
1495,236,182,BARANYA,2,Hásságy,1
1496,946,555,BARANYA,2,Komló,1
1497,997,601,BARANYA,2,Komló,2
1498,952,594,BARANYA,2,Komló,3
1499,1020,648,BARANYA,2,Komló,4
1500,1035,529,BARANYA,2,Komló,5
1501,835,553,BARANYA,2,Komló,6
1502,1068,759,BARANYA,2,Komló,7
1503,982,645,BARANYA,2,Komló,8
1504,833,529,BARANYA,2,Komló,9
1505,658,435,BARANYA,2,Komló,10
1506,831,582,BARANYA,2,Komló,11
1507,986,450,BARANYA,2,Komló,12
1508,929,512,BARANYA,2,Komló,13
1509,1026,626,BARANYA,2,Komló,14
1510,799,537,BARANYA,2,Komló,15
1511,1074,590,BARANYA,2,Komló,16
1512,1029,593,BARANYA,2,Komló,17
1513,939,535,BARANYA,2,Komló,18
1514,1035,606,BARANYA,2,Komló,19
1515,1051,775,BARANYA,2,Komló,20
1516,336,261,BARANYA,2,Komló,21
1517,644,368,BARANYA,2,Komló,22
1518,153,89,BARANYA,2,Komló,23
1519,989,690,BARANYA,2,Kozármisleny,1
1520,804,616,BARANYA,2,Kozármisleny,2
1521,947,755,BARANYA,2,Kozármisleny,3
1522,897,704,BARANYA,2,Kozármisleny,4
1523,956,737,BARANYA,2,Kozármisleny,5
1524,554,369,BARANYA,2,Kővágószőlős,1
1525,473,238,BARANYA,2,Kővágószőlős,2
1526,201,119,BARANYA,2,Lothárd,1
1527,254,177,BARANYA,2,Magyarsarlós,1
1528,609,415,BARANYA,2,Mánfa,1
1529,713,510,BARANYA,2,Nagykozár,1
1530,783,615,BARANYA,2,Nagykozár,2
1531,814,585,BARANYA,2,Orfű,1
1532,132,95,BARANYA,2,Pereked,1
1533,803,553,BARANYA,2,Pécs,1
1534,589,398,BARANYA,2,Pécs,2
1535,625,378,BARANYA,2,Pécs,3
1536,597,354,BARANYA,2,Pécs,4
1537,802,539,BARANYA,2,Pécs,5
1538,859,554,BARANYA,2,Pécs,6
1539,848,508,BARANYA,2,Pécs,7
1540,800,441,BARANYA,2,Pécs,8
1541,1019,670,BARANYA,2,Pécs,9
1542,876,510,BARANYA,2,Pécs,10
1543,685,511,BARANYA,2,Pécs,11
1544,964,511,BARANYA,2,Pécs,12
1545,701,479,BARANYA,2,Pécs,13
1546,697,378,BARANYA,2,Pécs,14
1547,625,379,BARANYA,2,Pécs,15
1548,745,429,BARANYA,2,Pécs,16
1549,620,361,BARANYA,2,Pécs,17
1550,807,620,BARANYA,2,Pécs,18
1551,853,599,BARANYA,2,Pécs,19
1552,670,420,BARANYA,2,Pécs,20
1553,892,684,BARANYA,2,Pécs,21
1554,1147,820,BARANYA,2,Pécs,22
1555,947,722,BARANYA,2,Pécs,23
1556,164,135,BARANYA,2,Pécs,24
1557,724,419,BARANYA,2,Pécs,25
1558,602,395,BARANYA,2,Pécs,26
1559,975,772,BARANYA,2,Pécs,27
1560,827,633,BARANYA,2,Pécs,28
1561,836,664,BARANYA,2,Pécs,76
1562,893,743,BARANYA,2,Pécs,77
1563,617,466,BARANYA,2,Pécs,79
1564,633,455,BARANYA,2,Pécs,80
1565,593,405,BARANYA,2,Pécs,81
1566,718,496,BARANYA,2,Pécs,82
1567,615,448,BARANYA,2,Pécs,83
1568,682,462,BARANYA,2,Pécs,84
1569,584,421,BARANYA,2,Pécs,85
1570,594,432,BARANYA,2,Pécs,86
1571,642,445,BARANYA,2,Pécs,87
1572,762,566,BARANYA,2,Pécs,88
1573,601,433,BARANYA,2,Pécs,89
1574,751,513,BARANYA,2,Pécs,90
1575,641,498,BARANYA,2,Pécs,91
1576,614,471,BARANYA,2,Pécs,92
1577,1010,785,BARANYA,2,Pécs,93
1578,985,672,BARANYA,2,Pécs,94
1579,1016,801,BARANYA,2,Pécs,95
1580,876,669,BARANYA,2,Pécs,96
1581,890,692,BARANYA,2,Pécs,97
1582,934,674,BARANYA,2,Pécs,98
1583,974,765,BARANYA,2,Pécs,99
1584,1062,888,BARANYA,2,Pécs,100
1585,982,749,BARANYA,2,Pécs,101
1586,1084,823,BARANYA,2,Pécs,102
1587,399,297,BARANYA,2,Romonya,1
1588,390,275,BARANYA,2,Szemely,1
1589,223,142,BARANYA,2,Szilágy,1
1590,248,150,BARANYA,3,Alsómocsolád,1
1591,108,77,BARANYA,3,Apátvarasd,1
1592,137,92,BARANYA,3,Ág,1
1593,577,369,BARANYA,3,Babarc,1
1594,432,286,BARANYA,3,Bár,1
1595,330,197,BARANYA,3,Belvárdgyula,1
1596,682,441,BARANYA,3,Beremend,1
1597,683,426,BARANYA,3,Beremend,2
1598,655,413,BARANYA,3,Beremend,3
1599,197,136,BARANYA,3,Bezedek,1
1600,594,416,BARANYA,3,Bikal,1
1601,408,294,BARANYA,3,Birján,1
1602,322,196,BARANYA,3,Borjád,1
1603,713,473,BARANYA,3,Bóly,1
1604,650,454,BARANYA,3,Bóly,2
1605,820,609,BARANYA,3,Bóly,3
1606,644,466,BARANYA,3,Bóly,4
1607,817,442,BARANYA,3,Dunaszekcső,1
1608,724,460,BARANYA,3,Dunaszekcső,2
1609,796,550,BARANYA,3,Egerág,1
1610,242,150,BARANYA,3,Egyházasharaszti,1
1611,613,423,BARANYA,3,Egyházaskozár,1
1612,60,48,BARANYA,3,Erdősmárok,1
1613,291,197,BARANYA,3,Erdősmecske,1
1614,246,152,BARANYA,3,Erzsébet,1
1615,157,107,BARANYA,3,Fazekasboda,1
1616,154,123,BARANYA,3,Feked,1
1617,370,250,BARANYA,3,Geresdlak,1
1618,250,148,BARANYA,3,Geresdlak,2
1619,309,193,BARANYA,3,Görcsönydoboka,1
1620,119,82,BARANYA,3,Hegyhátmaróc,1
1621,833,523,BARANYA,3,Hidas,1
1622,850,578,BARANYA,3,Hidas,2
1623,349,242,BARANYA,3,Himesháza,1
1624,499,330,BARANYA,3,Himesháza,2
1625,471,318,BARANYA,3,Homorúd,1
1626,928,635,BARANYA,3,Hosszúhetény,1
1627,820,606,BARANYA,3,Hosszúhetény,2
1628,886,581,BARANYA,3,Hosszúhetény,3
1629,215,124,BARANYA,3,Illocska,1
1630,102,64,BARANYA,3,Ivánbattyán,1
1631,191,136,BARANYA,3,Ivándárda,1
1632,258,170,BARANYA,3,Kárász,1
1633,262,171,BARANYA,3,Kásád,1
1634,259,171,BARANYA,3,Kátoly,1
1635,138,97,BARANYA,3,Kékesd,1
1636,87,46,BARANYA,3,Kisbudmér,1
1637,401,246,BARANYA,3,Kisharsány,1
1638,172,106,BARANYA,3,Kisherend,1
1639,112,68,BARANYA,3,Kisjakabfalva,1
1640,199,137,BARANYA,3,Kiskassa,1
1641,240,155,BARANYA,3,Kislippó,1
1642,139,83,BARANYA,3,Kisnyárád,1
1643,172,111,BARANYA,3,Kistapolca,1
1644,179,113,BARANYA,3,Köblény,1
1645,815,446,BARANYA,3,Kölked,1
1646,153,106,BARANYA,3,Lapáncsa,1
1647,1056,735,BARANYA,3,Lánycsók,1
1648,955,615,BARANYA,3,Lánycsók,2
1649,409,270,BARANYA,3,Lippó,1
1650,165,99,BARANYA,3,Liptód,1
1651,230,138,BARANYA,3,Lovászhetény,1
1652,778,469,BARANYA,3,Magyarbóly,1
1653,614,408,BARANYA,3,Magyaregregy,1
1654,776,504,BARANYA,3,Majs,1
1655,155,95,BARANYA,3,Maráza,1
1656,166,142,BARANYA,3,Martonfa,1
1657,958,601,BARANYA,3,Mágocs,1
1658,925,553,BARANYA,3,Mágocs,2
1659,413,234,BARANYA,3,Máriakéménd,1
1660,351,254,BARANYA,3,Márok,1
1661,702,455,BARANYA,3,Máza,1
1662,240,148,BARANYA,3,Máza,2
1663,657,438,BARANYA,3,Mecseknádasd,1
1664,632,441,BARANYA,3,Mecseknádasd,2
1665,221,143,BARANYA,3,Mekényes,1
1666,797,555,BARANYA,3,Mohács,1
1667,618,438,BARANYA,3,Mohács,2
1668,814,582,BARANYA,3,Mohács,4
1669,566,370,BARANYA,3,Mohács,5
1670,593,418,BARANYA,3,Mohács,6
1671,816,584,BARANYA,3,Mohács,7
1672,702,492,BARANYA,3,Mohács,8
1673,623,281,BARANYA,3,Mohács,9
1674,850,607,BARANYA,3,Mohács,10
1675,807,468,BARANYA,3,Mohács,11
1676,921,628,BARANYA,3,Mohács,12
1677,733,524,BARANYA,3,Mohács,13
1678,763,555,BARANYA,3,Mohács,14
1679,795,544,BARANYA,3,Mohács,15
1680,842,478,BARANYA,3,Mohács,16
1681,787,427,BARANYA,3,Mohács,17
1682,719,358,BARANYA,3,Mohács,18
1683,728,466,BARANYA,3,Mohács,19
1684,107,63,BARANYA,3,Mohács,20
1685,202,133,BARANYA,3,Mohács,21
1686,66,34,BARANYA,3,Mohács,22
1687,476,287,BARANYA,3,Mohács,23
1688,123,84,BARANYA,3,Monyoród,1
1689,149,96,BARANYA,3,Nagybudmér,1
1690,253,163,BARANYA,3,Nagyhajmás,1
1691,604,346,BARANYA,3,Nagyharsány,1
1692,583,367,BARANYA,3,Nagyharsány,2
1693,566,427,BARANYA,3,Nagynyárád,1
1694,318,205,BARANYA,3,Nagypall,1
1695,275,182,BARANYA,3,Nagytótfalu,1
1696,491,355,BARANYA,3,Olasz,1
1697,244,155,BARANYA,3,Old,1
1698,114,81,BARANYA,3,Óbánya,1
1699,271,201,BARANYA,3,Ófalu,1
1700,230,160,BARANYA,3,Palkonya,1
1701,333,223,BARANYA,3,Palotabozsok,1
1702,376,275,BARANYA,3,Palotabozsok,2
1703,162,110,BARANYA,3,Peterd,1
1704,79,57,BARANYA,3,Pécsdevecser,1
1705,1090,766,BARANYA,3,Pécsvárad,1
1706,1101,810,BARANYA,3,Pécsvárad,2
1707,972,634,BARANYA,3,Pécsvárad,3
1708,140,103,BARANYA,3,Pócsa,1
1709,103,67,BARANYA,3,Sárok,1
1710,504,335,BARANYA,3,Sátorhely,1
1711,313,157,BARANYA,3,Siklósnagyfalu,1
1712,655,426,BARANYA,3,Somberek,1
1713,578,404,BARANYA,3,Somberek,2
1714,643,476,BARANYA,3,Szajk,1
1715,257,176,BARANYA,3,Szalatnak,1
1716,35,22,BARANYA,3,Szárász,1
1717,970,595,BARANYA,3,Szászvár,1
1718,942,654,BARANYA,3,Szászvár,2
1719,297,190,BARANYA,3,Szebény,1
1720,709,469,BARANYA,3,Szederkény,1
1721,696,407,BARANYA,3,Szederkény,2
1722,116,67,BARANYA,3,Szellő,1
1723,480,298,BARANYA,3,Székelyszabar,1
1724,296,195,BARANYA,3,Szőkéd,1
1725,224,157,BARANYA,3,Szűr,1
1726,96,71,BARANYA,3,Tófű,1
1727,427,279,BARANYA,3,Töttös,1
1728,122,81,BARANYA,3,Udvar,1
1729,803,488,BARANYA,3,Újpetre,1
1730,673,403,BARANYA,3,Versend,1
1731,123,78,BARANYA,3,Vékény,1
1732,643,438,BARANYA,3,Véménd,1
1733,487,271,BARANYA,3,Véménd,2
1734,902,598,BARANYA,3,Villány,1
1735,832,604,BARANYA,3,Villány,2
1736,169,113,BARANYA,3,Villány,3
1737,220,176,BARANYA,3,Villánykövesd,1
1738,657,418,BARANYA,3,Vokány,1
1739,346,273,BARANYA,3,Zengővárkony,1
1740,543,376,BARANYA,4,Abaliget,1
1741,153,82,BARANYA,4,Adorjás,1
1742,319,231,BARANYA,4,Almamellék,1
1743,68,51,BARANYA,4,Almáskeresztúr,1
1744,824,503,BARANYA,4,Alsószentmárton,1
1745,293,175,BARANYA,4,Aranyosgadány,1
1746,160,108,BARANYA,4,Áta,1
1747,84,45,BARANYA,4,Babarcszőlős,1
1748,287,176,BARANYA,4,Bakonya,1
1749,239,115,BARANYA,4,Bakóca,1
1750,634,409,BARANYA,4,Baksa,1
1751,157,104,BARANYA,4,Baranyahídvég,1
1752,348,214,BARANYA,4,Baranyajenő,1
1753,103,78,BARANYA,4,Baranyaszentgyörgy,1
1754,147,94,BARANYA,4,Basal,1
1755,142,77,BARANYA,4,Bánfa,1
1756,89,54,BARANYA,4,Besence,1
1757,795,541,BARANYA,4,Bicsérd,1
1758,193,119,BARANYA,4,Bisse,1
1759,344,229,BARANYA,4,Boda,1
1760,175,123,BARANYA,4,Bodolyabér,1
1761,334,202,BARANYA,4,Bogádmindszent,1
1762,215,136,BARANYA,4,Bogdása,1
1763,215,152,BARANYA,4,Boldogasszonyfa,1
1764,36,29,BARANYA,4,Boldogasszonyfa,2
1765,66,54,BARANYA,4,Boldogasszonyfa,3
1766,107,67,BARANYA,4,Bosta,1
1767,247,161,BARANYA,4,Botykapeterd,1
1768,470,286,BARANYA,4,Bükkösd,1
1769,412,221,BARANYA,4,Bükkösd,2
1770,69,42,BARANYA,4,Bürüs,1
1771,118,87,BARANYA,4,Csarnóta,1
1772,520,301,BARANYA,4,Csányoszró,1
1773,72,48,BARANYA,4,Csebény,1
1774,284,143,BARANYA,4,Cserdi,1
1775,313,199,BARANYA,4,Csertő,1
1776,124,88,BARANYA,4,Csonkamindszent,1
1777,167,114,BARANYA,4,Cún,1
1778,463,244,BARANYA,4,Dencsháza,1
1779,65,41,BARANYA,4,Dinnyeberki,1
1780,559,317,BARANYA,4,Diósviszló,1
1781,154,90,BARANYA,4,Drávacsehi,1
1782,179,111,BARANYA,4,Drávacsepely,1
1783,397,233,BARANYA,4,Drávafok,1
1784,139,86,BARANYA,4,Drávaiványi,1
1785,105,70,BARANYA,4,Drávakeresztúr,1
1786,211,120,BARANYA,4,Drávapalkonya,1
1787,69,40,BARANYA,4,Drávapiski,1
1788,535,336,BARANYA,4,Drávaszabolcs,1
1789,143,88,BARANYA,4,Drávaszerdahely,1
1790,339,207,BARANYA,4,Drávasztára,1
1791,298,194,BARANYA,4,Endrőc,1
1792,115,76,BARANYA,4,Felsőegerszeg,1
1793,711,442,BARANYA,4,Felsőszentmárton,1
1794,228,172,BARANYA,4,Garé,1
1795,401,234,BARANYA,4,Gerde,1
1796,164,82,BARANYA,4,Gerényes,1
1797,249,147,BARANYA,4,Gilvánfa,1
1798,211,132,BARANYA,4,Gordisa,1
1799,493,308,BARANYA,4,Gödre,1
1800,186,127,BARANYA,4,Gödre,2
1801,603,423,BARANYA,4,Görcsöny,1
1802,525,295,BARANYA,4,Görcsöny,2
1803,138,66,BARANYA,4,Görcsöny,3
1804,109,64,BARANYA,4,Gyöngyfa,1
1805,226,120,BARANYA,4,Gyöngyösmellék,1
1806,711,497,BARANYA,4,Harkány,1
1807,851,612,BARANYA,4,Harkány,2
1808,903,643,BARANYA,4,Harkány,3
1809,997,629,BARANYA,4,Harkány,4
1810,341,206,BARANYA,4,Hegyszentmárton,1
1811,289,173,BARANYA,4,Helesfa,1
1812,366,241,BARANYA,4,Hetvehely,1
1813,179,97,BARANYA,4,Hirics,1
1814,368,229,BARANYA,4,Hobol,1
1815,393,266,BARANYA,4,Hobol,2
1816,41,31,BARANYA,4,Horváthertelend,1
1817,49,24,BARANYA,4,Husztót,1
1818,172,93,BARANYA,4,Ibafa,1
1819,175,121,BARANYA,4,Ipacsfa,1
1820,213,145,BARANYA,4,Kacsóta,1
1821,123,71,BARANYA,4,Katádfa,1
1822,168,108,BARANYA,4,Kákics,1
1823,49,39,BARANYA,4,Kemse,1
1824,369,251,BARANYA,4,Kémes,1
1825,546,345,BARANYA,4,Kétújfalu,1
1826,728,417,BARANYA,4,Királyegyháza,1
1827,162,95,BARANYA,4,Kisasszonyfa,1
1828,62,44,BARANYA,4,Kisbeszterce,1
1829,98,68,BARANYA,4,Kisdér,1
1830,189,106,BARANYA,4,Kisdobsza,1
1831,154,79,BARANYA,4,Kishajmás,1
1832,126,92,BARANYA,4,Kisszentmárton,1
1833,73,37,BARANYA,4,Kisszentmárton,2
1834,102,64,BARANYA,4,Kistamási,1
1835,252,158,BARANYA,4,Kistótfalu,1
1836,250,148,BARANYA,4,Kisvaszar,1
1837,205,126,BARANYA,4,Kovácshida,1
1838,54,46,BARANYA,4,Kovácsszénája,1
1839,163,108,BARANYA,4,Kórós,1
1840,276,168,BARANYA,4,Kővágótöttös,1
1841,316,210,BARANYA,4,Liget,1
1842,156,83,BARANYA,4,Lúzsok,1
1843,434,310,BARANYA,4,Magyarhertelend,1
1844,93,67,BARANYA,4,Magyarhertelend,2
1845,62,50,BARANYA,4,Magyarlukafa,1
1846,247,144,BARANYA,4,Magyarmecske,1
1847,816,612,BARANYA,4,Magyarszék,1
1848,145,99,BARANYA,4,Magyartelek,1
1849,48,34,BARANYA,4,Markóc,1
1850,69,57,BARANYA,4,Marócsa,1
1851,276,187,BARANYA,4,Matty,1
1852,158,113,BARANYA,4,Márfa,1
1853,348,226,BARANYA,4,Mecsekpölöske,1
1854,205,122,BARANYA,4,Merenye,1
1855,93,61,BARANYA,4,Meződ,1
1856,264,140,BARANYA,4,Mindszentgodisa,1
1857,386,258,BARANYA,4,Mindszentgodisa,2
1858,143,100,BARANYA,4,Molvány,1
1859,450,286,BARANYA,4,Mozsgó,1
1860,250,128,BARANYA,4,Mozsgó,2
1861,109,77,BARANYA,4,Nagycsány,1
1862,479,260,BARANYA,4,Nagydobsza,1
1863,547,369,BARANYA,4,Nagypeterd,1
1864,248,194,BARANYA,4,Nagyváty,1
1865,108,72,BARANYA,4,Nemeske,1
1866,94,67,BARANYA,4,Nemeske,2
1867,191,121,BARANYA,4,Nyugotszenterzsébet,1
1868,127,71,BARANYA,4,Okorág,1
1869,66,41,BARANYA,4,Okorvölgy,1
1870,231,162,BARANYA,4,Oroszló,1
1871,344,233,BARANYA,4,Ócsárd,1
1872,114,84,BARANYA,4,Ózdfalu,1
1873,79,56,BARANYA,4,Palé,1
1874,279,164,BARANYA,4,Patapoklosi,1
1875,137,101,BARANYA,4,Páprád,1
1876,902,616,BARANYA,4,Pellérd,1
1877,845,608,BARANYA,4,Pellérd,2
1878,103,66,BARANYA,4,Pettend,1
1879,83,56,BARANYA,4,Pécsbagota,1
1880,183,139,BARANYA,4,Piskó,1
1881,167,104,BARANYA,4,Rádfalva,1
1882,129,71,BARANYA,4,Regenye,1
1883,284,168,BARANYA,4,Rózsafa,1
1884,160,126,BARANYA,4,Sámod,1
1885,643,399,BARANYA,4,Sásd,1
1886,547,365,BARANYA,4,Sásd,2
1887,764,530,BARANYA,4,Sásd,3
1888,546,342,BARANYA,4,Sásd,4
1889,809,518,BARANYA,4,Sellye,1
1890,762,442,BARANYA,4,Sellye,2
1891,665,436,BARANYA,4,Sellye,3
1892,635,449,BARANYA,4,Siklós,1
1893,576,349,BARANYA,4,Siklós,2
1894,880,509,BARANYA,4,Siklós,3
1895,922,602,BARANYA,4,Siklós,4
1896,1003,697,BARANYA,4,Siklós,5
1897,991,670,BARANYA,4,Siklós,6
1898,980,617,BARANYA,4,Siklós,7
1899,840,579,BARANYA,4,Siklós,8
1900,1011,581,BARANYA,4,Siklós,9
1901,111,68,BARANYA,4,Siklósbodony,1
1902,370,249,BARANYA,4,Somogyapáti,1
1903,264,156,BARANYA,4,Somogyhatvan,1
1904,212,152,BARANYA,4,Somogyhárságy,1
1905,130,97,BARANYA,4,Somogyhárságy,2
1906,188,120,BARANYA,4,Somogyviszló,1
1907,135,99,BARANYA,4,Sósvertike,1
1908,290,153,BARANYA,4,Sumony,1
1909,71,44,BARANYA,4,Sumony,2
1910,630,430,BARANYA,4,Szabadszentkirály,1
1911,752,497,BARANYA,4,Szalánta,1
1912,168,124,BARANYA,4,Szalánta,2
1913,180,129,BARANYA,4,Szaporca,1
1914,262,154,BARANYA,4,Szava,1
1915,106,78,BARANYA,4,Szágy,1
1916,235,143,BARANYA,4,Szentdénes,1
1917,291,175,BARANYA,4,Szentegát,1
1918,79,52,BARANYA,4,Szentkatalin,1
1919,379,267,BARANYA,4,Szentlászló,1
1920,250,181,BARANYA,4,Szentlászló,2
1921,895,628,BARANYA,4,Szentlőrinc,1
1922,578,355,BARANYA,4,Szentlőrinc,2
1923,658,452,BARANYA,4,Szentlőrinc,3
1924,730,521,BARANYA,4,Szentlőrinc,4
1925,789,468,BARANYA,4,Szentlőrinc,5
1926,765,478,BARANYA,4,Szentlőrinc,6
1927,638,428,BARANYA,4,Szentlőrinc,7
1928,175,92,BARANYA,4,Szentlőrinc,8
1929,1011,695,BARANYA,4,Szigetvár,1
1930,1054,781,BARANYA,4,Szigetvár,2
1931,999,689,BARANYA,4,Szigetvár,3
1932,669,450,BARANYA,4,Szigetvár,4
1933,1067,609,BARANYA,4,Szigetvár,6
1934,1004,699,BARANYA,4,Szigetvár,7
1935,644,449,BARANYA,4,Szigetvár,8
1936,583,399,BARANYA,4,Szigetvár,9
1937,253,162,BARANYA,4,Szigetvár,10
1938,529,275,BARANYA,4,Szigetvár,11
1939,124,86,BARANYA,4,Szilvás,1
1940,56,37,BARANYA,4,Szörény,1
1941,101,63,BARANYA,4,Szőke,1
1942,198,136,BARANYA,4,Szulimán,1
1943,81,55,BARANYA,4,Tarrós,1
1944,245,131,BARANYA,4,Teklafalu,1
1945,47,36,BARANYA,4,Tengeri,1
1946,190,104,BARANYA,4,Tékes,1
1947,155,98,BARANYA,4,Tésenfa,1
1948,240,130,BARANYA,4,Téseny,1
1949,224,129,BARANYA,4,Tormás,1
1950,119,91,BARANYA,4,Tótszentgyörgy,1
1951,220,147,BARANYA,4,Túrony,1
1952,705,462,BARANYA,4,Vajszló,1
1953,715,452,BARANYA,4,Vajszló,2
1954,65,50,BARANYA,4,Varga,1
1955,99,61,BARANYA,4,Várad,1
1956,157,105,BARANYA,4,Vásárosbéc,1
1957,906,495,BARANYA,4,Vásárosdombó,1
1958,104,64,BARANYA,4,Vázsnok,1
1959,126,88,BARANYA,4,Vejti,1
1960,106,60,BARANYA,4,Velény,1
1961,207,131,BARANYA,4,Zaláta,1
1962,263,169,BARANYA,4,Zádor,1
1963,239,155,BARANYA,4,Zók,1
1964,751,514,BÁCS–KISKUN,1,Felsőlajos,1
1965,720,493,BÁCS–KISKUN,1,Fülöpháza,1
1966,926,601,BÁCS–KISKUN,1,Kecskemét,6
1967,1021,752,BÁCS–KISKUN,1,Kecskemét,7
1968,1193,767,BÁCS–KISKUN,1,Kecskemét,8
1969,974,754,BÁCS–KISKUN,1,Kecskemét,9
1970,859,637,BÁCS–KISKUN,1,Kecskemét,10
1971,1080,814,BÁCS–KISKUN,1,Kecskemét,11
1972,877,645,BÁCS–KISKUN,1,Kecskemét,15
1973,853,671,BÁCS–KISKUN,1,Kecskemét,16
1974,780,573,BÁCS–KISKUN,1,Kecskemét,17
1975,726,472,BÁCS–KISKUN,1,Kecskemét,18
1976,860,583,BÁCS–KISKUN,1,Kecskemét,20
1977,860,567,BÁCS–KISKUN,1,Kecskemét,21
1978,964,662,BÁCS–KISKUN,1,Kecskemét,22
1979,909,631,BÁCS–KISKUN,1,Kecskemét,23
1980,1055,650,BÁCS–KISKUN,1,Kecskemét,24
1981,586,372,BÁCS–KISKUN,1,Kecskemét,25
1982,1026,675,BÁCS–KISKUN,1,Kecskemét,26
1983,802,581,BÁCS–KISKUN,1,Kecskemét,27
1984,1044,748,BÁCS–KISKUN,1,Kecskemét,28
1985,1110,752,BÁCS–KISKUN,1,Kecskemét,29
1986,795,587,BÁCS–KISKUN,1,Kecskemét,30
1987,724,576,BÁCS–KISKUN,1,Kecskemét,31
1988,874,595,BÁCS–KISKUN,1,Kecskemét,32
1989,600,444,BÁCS–KISKUN,1,Kecskemét,33
1990,1111,749,BÁCS–KISKUN,1,Kecskemét,34
1991,879,625,BÁCS–KISKUN,1,Kecskemét,35
1992,986,714,BÁCS–KISKUN,1,Kecskemét,36
1993,1092,734,BÁCS–KISKUN,1,Kecskemét,37
1994,791,528,BÁCS–KISKUN,1,Kecskemét,38
1995,935,790,BÁCS–KISKUN,1,Kecskemét,40
1996,1007,778,BÁCS–KISKUN,1,Kecskemét,41
1997,1140,686,BÁCS–KISKUN,1,Kecskemét,85
1998,1311,823,BÁCS–KISKUN,1,Kecskemét,86
1999,1141,642,BÁCS–KISKUN,1,Kecskemét,89
2000,976,617,BÁCS–KISKUN,1,Kecskemét,90
2001,987,641,BÁCS–KISKUN,1,Kerekegyháza,1
