Num,AE,FE,Megye,OEVK,Settlement,Station
958,833,680,BUDAPEST,13,Budapest XVI. kerület,29
959,980,787,BUDAPEST,13,Budapest XVI. kerület,30
960,847,681,BUDAPEST,13,Budapest XVI. kerület,31
961,1037,849,BUDAPEST,13,Budapest XVI. kerület,32
962,1097,865,BUDAPEST,13,Budapest XVI. kerület,33
963,924,760,BUDAPEST,13,Budapest XVI. kerület,34
964,1073,848,BUDAPEST,13,Budapest XVI. kerület,35
965,848,701,BUDAPEST,13,Budapest XVI. kerület,36
966,719,579,BUDAPEST,13,Budapest XVI. kerület,37
967,918,762,BUDAPEST,13,Budapest XVI. kerület,38
968,764,610,BUDAPEST,13,Budapest XVI. kerület,39
969,961,779,BUDAPEST,13,Budapest XVI. kerület,40
970,830,581,BUDAPEST,13,Budapest XVI. kerület,41
971,915,704,BUDAPEST,13,Budapest XVI. kerület,42
972,934,781,BUDAPEST,13,Budapest XVI. kerület,43
973,1016,782,BUDAPEST,13,Budapest XVI. kerület,44
974,978,796,BUDAPEST,13,Budapest XVI. kerület,45
975,738,539,BUDAPEST,13,Budapest XVI. kerület,46
976,686,538,BUDAPEST,13,Budapest XVI. kerület,47
977,925,748,BUDAPEST,13,Budapest XVI. kerület,48
978,965,810,BUDAPEST,13,Budapest XVI. kerület,49
979,832,664,BUDAPEST,13,Budapest XVI. kerület,50
980,1040,808,BUDAPEST,13,Budapest XVI. kerület,51
981,837,706,BUDAPEST,13,Budapest XVI. kerület,52
982,768,626,BUDAPEST,13,Budapest XVI. kerület,53
983,943,791,BUDAPEST,13,Budapest XVI. kerület,54
984,894,715,BUDAPEST,13,Budapest XVI. kerület,55
985,1356,1114,BUDAPEST,13,Budapest XVI. kerület,56
986,1112,812,BUDAPEST,13,Budapest XVI. kerület,57
987,800,645,BUDAPEST,13,Budapest XVI. kerület,58
988,897,698,BUDAPEST,13,Budapest XVI. kerület,59
989,1046,814,BUDAPEST,13,Budapest XVI. kerület,60
990,932,645,BUDAPEST,14,Budapest X. kerület,70
991,912,644,BUDAPEST,14,Budapest X. kerület,71
992,859,561,BUDAPEST,14,Budapest X. kerület,72
993,879,581,BUDAPEST,14,Budapest X. kerület,73
994,835,550,BUDAPEST,14,Budapest X. kerület,74
995,620,486,BUDAPEST,14,Budapest X. kerület,75
996,684,541,BUDAPEST,14,Budapest X. kerület,76
997,851,712,BUDAPEST,14,Budapest XVII. kerület,1
998,846,696,BUDAPEST,14,Budapest XVII. kerület,2
999,950,742,BUDAPEST,14,Budapest XVII. kerület,3
1000,867,696,BUDAPEST,14,Budapest XVII. kerület,4
1001,730,628,BUDAPEST,14,Budapest XVII. kerület,5
1002,856,719,BUDAPEST,14,Budapest XVII. kerület,6
1003,964,731,BUDAPEST,14,Budapest XVII. kerület,7
1004,963,698,BUDAPEST,14,Budapest XVII. kerület,8
1005,984,691,BUDAPEST,14,Budapest XVII. kerület,9
1006,992,670,BUDAPEST,14,Budapest XVII. kerület,10
1007,991,678,BUDAPEST,14,Budapest XVII. kerület,11
1008,923,691,BUDAPEST,14,Budapest XVII. kerület,12
1009,934,617,BUDAPEST,14,Budapest XVII. kerület,13
1010,960,694,BUDAPEST,14,Budapest XVII. kerület,14
1011,874,661,BUDAPEST,14,Budapest XVII. kerület,15
1012,707,501,BUDAPEST,14,Budapest XVII. kerület,17
1013,878,657,BUDAPEST,14,Budapest XVII. kerület,18
1014,997,688,BUDAPEST,14,Budapest XVII. kerület,19
1015,803,544,BUDAPEST,14,Budapest XVII. kerület,20
1016,1027,421,BUDAPEST,14,Budapest XVII. kerület,21
1017,956,706,BUDAPEST,14,Budapest XVII. kerület,22
1018,1017,718,BUDAPEST,14,Budapest XVII. kerület,23
1019,890,727,BUDAPEST,14,Budapest XVII. kerület,24
1020,1071,841,BUDAPEST,14,Budapest XVII. kerület,25
1021,892,767,BUDAPEST,14,Budapest XVII. kerület,26
1022,650,520,BUDAPEST,14,Budapest XVII. kerület,27
1023,701,550,BUDAPEST,14,Budapest XVII. kerület,28
1024,916,688,BUDAPEST,14,Budapest XVII. kerület,29
1025,911,734,BUDAPEST,14,Budapest XVII. kerület,30
1026,883,698,BUDAPEST,14,Budapest XVII. kerület,31
1027,824,665,BUDAPEST,14,Budapest XVII. kerület,32
1028,887,710,BUDAPEST,14,Budapest XVII. kerület,33
1029,866,652,BUDAPEST,14,Budapest XVII. kerület,34
1030,1064,730,BUDAPEST,14,Budapest XVII. kerület,35
1031,984,724,BUDAPEST,14,Budapest XVII. kerület,36
1032,1024,760,BUDAPEST,14,Budapest XVII. kerület,37
1033,1061,791,BUDAPEST,14,Budapest XVII. kerület,38
1034,953,786,BUDAPEST,14,Budapest XVII. kerület,39
1035,1078,868,BUDAPEST,14,Budapest XVII. kerület,40
1036,1063,815,BUDAPEST,14,Budapest XVII. kerület,41
1037,1145,912,BUDAPEST,14,Budapest XVII. kerület,42
1038,970,754,BUDAPEST,14,Budapest XVII. kerület,43
1039,744,544,BUDAPEST,14,Budapest XVII. kerület,44
1040,772,578,BUDAPEST,14,Budapest XVII. kerület,45
1041,991,789,BUDAPEST,14,Budapest XVII. kerület,46
1042,1041,839,BUDAPEST,14,Budapest XVII. kerület,47
1043,806,638,BUDAPEST,14,Budapest XVII. kerület,48
1044,880,707,BUDAPEST,14,Budapest XVII. kerület,49
1045,758,587,BUDAPEST,14,Budapest XVII. kerület,50
1046,1150,897,BUDAPEST,14,Budapest XVII. kerület,51
1047,1008,842,BUDAPEST,14,Budapest XVII. kerület,52
1048,877,685,BUDAPEST,14,Budapest XVII. kerület,53
1049,762,602,BUDAPEST,14,Budapest XVII. kerület,54
1050,935,755,BUDAPEST,14,Budapest XVII. kerület,55
1051,1044,817,BUDAPEST,14,Budapest XVII. kerület,56
1052,800,616,BUDAPEST,14,Budapest XVII. kerület,57
1053,949,729,BUDAPEST,14,Budapest XVII. kerület,58
1054,1053,806,BUDAPEST,14,Budapest XVII. kerület,59
1055,908,684,BUDAPEST,14,Budapest XVII. kerület,60
1056,1053,768,BUDAPEST,14,Budapest XVII. kerület,61
1057,721,529,BUDAPEST,14,Budapest XVII. kerület,62
1058,889,695,BUDAPEST,14,Budapest XVII. kerület,63
1059,973,796,BUDAPEST,14,Budapest XVII. kerület,64
1060,928,746,BUDAPEST,14,Budapest XVII. kerület,65
1061,924,733,BUDAPEST,14,Budapest XVII. kerület,66
1062,929,762,BUDAPEST,14,Budapest XVII. kerület,67
1063,939,737,BUDAPEST,14,Budapest XVII. kerület,68
1064,862,680,BUDAPEST,14,Budapest XVII. kerület,69
1065,874,726,BUDAPEST,14,Budapest XVII. kerület,70
1066,896,699,BUDAPEST,14,Budapest XVII. kerület,71
1067,974,822,BUDAPEST,14,Budapest XVII. kerület,72
1068,995,833,BUDAPEST,14,Budapest XVII. kerület,73
1069,717,554,BUDAPEST,14,Budapest XVII. kerület,74
1070,967,796,BUDAPEST,14,Budapest XVII. kerület,75
1071,1088,844,BUDAPEST,15,Budapest XVIII. kerület,1
1072,879,694,BUDAPEST,15,Budapest XVIII. kerület,2
1073,1094,841,BUDAPEST,15,Budapest XVIII. kerület,3
1074,1081,837,BUDAPEST,15,Budapest XVIII. kerület,4
1075,1153,883,BUDAPEST,15,Budapest XVIII. kerület,5
1076,992,756,BUDAPEST,15,Budapest XVIII. kerület,6
1077,927,705,BUDAPEST,15,Budapest XVIII. kerület,7
1078,935,705,BUDAPEST,15,Budapest XVIII. kerület,8
1079,835,589,BUDAPEST,15,Budapest XVIII. kerület,9
1080,989,798,BUDAPEST,15,Budapest XVIII. kerület,10
1081,976,566,BUDAPEST,15,Budapest XVIII. kerület,11
1082,839,706,BUDAPEST,15,Budapest XVIII. kerület,12
1083,1017,806,BUDAPEST,15,Budapest XVIII. kerület,13
1084,884,711,BUDAPEST,15,Budapest XVIII. kerület,14
1085,941,727,BUDAPEST,15,Budapest XVIII. kerület,15
1086,839,659,BUDAPEST,15,Budapest XVIII. kerület,16
1087,838,676,BUDAPEST,15,Budapest XVIII. kerület,17
1088,986,785,BUDAPEST,15,Budapest XVIII. kerület,18
1089,1088,865,BUDAPEST,15,Budapest XVIII. kerület,19
1090,854,685,BUDAPEST,15,Budapest XVIII. kerület,20
1091,1005,799,BUDAPEST,15,Budapest XVIII. kerület,21
1092,855,656,BUDAPEST,15,Budapest XVIII. kerület,22
1093,926,732,BUDAPEST,15,Budapest XVIII. kerület,23
1094,1083,718,BUDAPEST,15,Budapest XVIII. kerület,24
1095,982,779,BUDAPEST,15,Budapest XVIII. kerület,25
1096,1009,714,BUDAPEST,15,Budapest XVIII. kerület,26
1097,1218,880,BUDAPEST,15,Budapest XVIII. kerület,27
1098,1025,790,BUDAPEST,15,Budapest XVIII. kerület,28
1099,1227,821,BUDAPEST,15,Budapest XVIII. kerület,29
1100,1125,806,BUDAPEST,15,Budapest XVIII. kerület,30
1101,1285,836,BUDAPEST,15,Budapest XVIII. kerület,31
1102,1059,684,BUDAPEST,15,Budapest XVIII. kerület,32
1103,1074,691,BUDAPEST,15,Budapest XVIII. kerület,33
1104,1017,670,BUDAPEST,15,Budapest XVIII. kerület,35
1105,1030,668,BUDAPEST,15,Budapest XVIII. kerület,36
1106,960,667,BUDAPEST,15,Budapest XVIII. kerület,37
1107,1083,703,BUDAPEST,15,Budapest XVIII. kerület,38
1108,904,620,BUDAPEST,15,Budapest XVIII. kerület,39
1109,1059,814,BUDAPEST,15,Budapest XVIII. kerület,40
1110,1147,871,BUDAPEST,15,Budapest XVIII. kerület,41
1111,1194,911,BUDAPEST,15,Budapest XVIII. kerület,42
1112,847,669,BUDAPEST,15,Budapest XVIII. kerület,43
1113,1244,974,BUDAPEST,15,Budapest XVIII. kerület,44
1114,713,520,BUDAPEST,15,Budapest XVIII. kerület,45
1115,823,640,BUDAPEST,15,Budapest XVIII. kerület,46
1116,1047,808,BUDAPEST,15,Budapest XVIII. kerület,47
1117,784,636,BUDAPEST,15,Budapest XVIII. kerület,48
1118,1035,771,BUDAPEST,15,Budapest XVIII. kerület,49
1119,1068,883,BUDAPEST,15,Budapest XVIII. kerület,50
1120,924,749,BUDAPEST,15,Budapest XVIII. kerület,51
1121,1010,838,BUDAPEST,15,Budapest XVIII. kerület,52
1122,1140,953,BUDAPEST,15,Budapest XVIII. kerület,53
1123,1042,877,BUDAPEST,15,Budapest XVIII. kerület,54
1124,1139,918,BUDAPEST,15,Budapest XVIII. kerület,55
1125,1289,1019,BUDAPEST,15,Budapest XVIII. kerület,56
1126,1104,937,BUDAPEST,15,Budapest XVIII. kerület,57
1127,1050,792,BUDAPEST,15,Budapest XVIII. kerület,58
1128,1254,1010,BUDAPEST,15,Budapest XVIII. kerület,59
1129,1199,899,BUDAPEST,15,Budapest XVIII. kerület,60
1130,1280,958,BUDAPEST,15,Budapest XVIII. kerület,61
1131,1181,899,BUDAPEST,15,Budapest XVIII. kerület,62
1132,1125,857,BUDAPEST,15,Budapest XVIII. kerület,63
1133,897,674,BUDAPEST,15,Budapest XVIII. kerület,64
1134,1127,842,BUDAPEST,15,Budapest XVIII. kerület,65
1135,702,518,BUDAPEST,15,Budapest XVIII. kerület,66
1136,1031,803,BUDAPEST,15,Budapest XVIII. kerület,67
1137,929,713,BUDAPEST,15,Budapest XVIII. kerület,68
1138,1156,880,BUDAPEST,15,Budapest XVIII. kerület,69
1139,1046,809,BUDAPEST,15,Budapest XVIII. kerület,70
1140,855,647,BUDAPEST,15,Budapest XVIII. kerület,71
1141,1122,832,BUDAPEST,15,Budapest XVIII. kerület,72
1142,1062,812,BUDAPEST,15,Budapest XVIII. kerület,73
1143,1176,864,BUDAPEST,15,Budapest XVIII. kerület,74
1144,1209,975,BUDAPEST,15,Budapest XVIII. kerület,75
1145,954,711,BUDAPEST,15,Budapest XVIII. kerület,76
1146,908,711,BUDAPEST,16,Budapest XIX. kerület,29
1147,975,753,BUDAPEST,16,Budapest XIX. kerület,30
1148,882,706,BUDAPEST,16,Budapest XIX. kerület,31
1149,1182,951,BUDAPEST,16,Budapest XIX. kerület,32
1150,995,811,BUDAPEST,16,Budapest XIX. kerület,33
1151,967,757,BUDAPEST,16,Budapest XIX. kerület,34
1152,1097,882,BUDAPEST,16,Budapest XIX. kerület,35
1153,1171,895,BUDAPEST,16,Budapest XIX. kerület,36
1154,1063,760,BUDAPEST,16,Budapest XIX. kerület,37
1155,1183,873,BUDAPEST,16,Budapest XIX. kerület,38
1156,920,693,BUDAPEST,16,Budapest XIX. kerület,39
1157,1072,794,BUDAPEST,16,Budapest XIX. kerület,40
1158,1197,872,BUDAPEST,16,Budapest XIX. kerület,41
1159,1047,774,BUDAPEST,16,Budapest XIX. kerület,42
1160,836,615,BUDAPEST,16,Budapest XIX. kerület,43
1161,1006,730,BUDAPEST,16,Budapest XIX. kerület,44
1162,1010,617,BUDAPEST,16,Budapest XIX. kerület,45
1163,982,774,BUDAPEST,16,Budapest XIX. kerület,46
1164,944,779,BUDAPEST,16,Budapest XIX. kerület,47
1165,1221,992,BUDAPEST,16,Budapest XIX. kerület,48
1166,841,589,BUDAPEST,16,Budapest XX. kerület,1
1167,1025,839,BUDAPEST,16,Budapest XX. kerület,2
1168,612,415,BUDAPEST,16,Budapest XX. kerület,3
1169,665,461,BUDAPEST,16,Budapest XX. kerület,4
1170,872,624,BUDAPEST,16,Budapest XX. kerület,5
1171,690,507,BUDAPEST,16,Budapest XX. kerület,7
1172,980,717,BUDAPEST,16,Budapest XX. kerület,8
1173,867,617,BUDAPEST,16,Budapest XX. kerület,9
1174,709,508,BUDAPEST,16,Budapest XX. kerület,10
1175,1022,570,BUDAPEST,16,Budapest XX. kerület,11
1176,852,558,BUDAPEST,16,Budapest XX. kerület,12
1177,1023,765,BUDAPEST,16,Budapest XX. kerület,13
1178,767,505,BUDAPEST,16,Budapest XX. kerület,14
1179,762,446,BUDAPEST,16,Budapest XX. kerület,15
1180,914,506,BUDAPEST,16,Budapest XX. kerület,16
1181,905,558,BUDAPEST,16,Budapest XX. kerület,17
1182,722,406,BUDAPEST,16,Budapest XX. kerület,18
1183,1331,929,BUDAPEST,16,Budapest XX. kerület,19
1184,1117,740,BUDAPEST,16,Budapest XX. kerület,20
1185,834,621,BUDAPEST,16,Budapest XX. kerület,21
1186,859,613,BUDAPEST,16,Budapest XX. kerület,22
1187,648,492,BUDAPEST,16,Budapest XX. kerület,23
1188,649,485,BUDAPEST,16,Budapest XX. kerület,24
1189,810,582,BUDAPEST,16,Budapest XX. kerület,25
1190,853,594,BUDAPEST,16,Budapest XX. kerület,26
1191,809,547,BUDAPEST,16,Budapest XX. kerület,27
1192,771,556,BUDAPEST,16,Budapest XX. kerület,28
1193,648,484,BUDAPEST,16,Budapest XX. kerület,29
1194,739,548,BUDAPEST,16,Budapest XX. kerület,30
1195,636,471,BUDAPEST,16,Budapest XX. kerület,31
1196,614,430,BUDAPEST,16,Budapest XX. kerület,32
1197,599,462,BUDAPEST,16,Budapest XX. kerület,33
1198,808,566,BUDAPEST,16,Budapest XX. kerület,34
1199,880,610,BUDAPEST,16,Budapest XX. kerület,35
1200,869,540,BUDAPEST,16,Budapest XX. kerület,36
1201,876,592,BUDAPEST,16,Budapest XX. kerület,37
1202,701,490,BUDAPEST,16,Budapest XX. kerület,38
1203,947,651,BUDAPEST,16,Budapest XX. kerület,39
1204,903,653,BUDAPEST,16,Budapest XX. kerület,40
1205,752,547,BUDAPEST,16,Budapest XX. kerület,41
1206,957,692,BUDAPEST,16,Budapest XX. kerület,42
1207,758,535,BUDAPEST,16,Budapest XX. kerület,43
1208,756,547,BUDAPEST,16,Budapest XX. kerület,44
1209,987,647,BUDAPEST,16,Budapest XX. kerület,45
1210,627,466,BUDAPEST,16,Budapest XX. kerület,46
1211,858,656,BUDAPEST,16,Budapest XX. kerület,47
1212,686,506,BUDAPEST,16,Budapest XX. kerület,48
1213,885,699,BUDAPEST,16,Budapest XX. kerület,49
1214,1026,749,BUDAPEST,16,Budapest XX. kerület,50
1215,749,578,BUDAPEST,16,Budapest XX. kerület,51
1216,804,595,BUDAPEST,16,Budapest XX. kerület,52
1217,624,462,BUDAPEST,16,Budapest XX. kerület,53
1218,851,627,BUDAPEST,16,Budapest XX. kerület,54
1219,780,528,BUDAPEST,16,Budapest XX. kerület,55
1220,901,638,BUDAPEST,16,Budapest XX. kerület,56
1221,801,578,BUDAPEST,16,Budapest XX. kerület,57
1222,1020,672,BUDAPEST,16,Budapest XX. kerület,58
1223,806,614,BUDAPEST,16,Budapest XX. kerület,59
1224,875,619,BUDAPEST,16,Budapest XX. kerület,60
1225,652,426,BUDAPEST,16,Budapest XX. kerület,61
1226,836,676,BUDAPEST,17,Budapest XXI. kerület,1
1227,838,670,BUDAPEST,17,Budapest XXI. kerület,2
1228,771,624,BUDAPEST,17,Budapest XXI. kerület,3
1229,764,603,BUDAPEST,17,Budapest XXI. kerület,4
1230,858,685,BUDAPEST,17,Budapest XXI. kerület,5
1231,818,623,BUDAPEST,17,Budapest XXI. kerület,6
1232,722,567,BUDAPEST,17,Budapest XXI. kerület,7
1233,962,744,BUDAPEST,17,Budapest XXI. kerület,8
1234,947,732,BUDAPEST,17,Budapest XXI. kerület,9
1235,992,790,BUDAPEST,17,Budapest XXI. kerület,10
1236,762,605,BUDAPEST,17,Budapest XXI. kerület,11
1237,834,676,BUDAPEST,17,Budapest XXI. kerület,12
1238,823,629,BUDAPEST,17,Budapest XXI. kerület,13
1239,932,728,BUDAPEST,17,Budapest XXI. kerület,14
1240,810,615,BUDAPEST,17,Budapest XXI. kerület,16
1241,1016,800,BUDAPEST,17,Budapest XXI. kerület,17
1242,921,719,BUDAPEST,17,Budapest XXI. kerület,18
1243,756,604,BUDAPEST,17,Budapest XXI. kerület,19
1244,670,542,BUDAPEST,17,Budapest XXI. kerület,20
1245,799,614,BUDAPEST,17,Budapest XXI. kerület,21
1246,886,680,BUDAPEST,17,Budapest XXI. kerület,22
1247,821,589,BUDAPEST,17,Budapest XXI. kerület,23
1248,786,526,BUDAPEST,17,Budapest XXI. kerület,24
1249,848,609,BUDAPEST,17,Budapest XXI. kerület,25
1250,855,622,BUDAPEST,17,Budapest XXI. kerület,26
1251,739,556,BUDAPEST,17,Budapest XXI. kerület,27
1252,970,683,BUDAPEST,17,Budapest XXI. kerület,28
1253,706,460,BUDAPEST,17,Budapest XXI. kerület,29
1254,764,493,BUDAPEST,17,Budapest XXI. kerület,30
1255,783,548,BUDAPEST,17,Budapest XXI. kerület,31
1256,991,702,BUDAPEST,17,Budapest XXI. kerület,32
1257,879,588,BUDAPEST,17,Budapest XXI. kerület,33
1258,744,366,BUDAPEST,17,Budapest XXI. kerület,34
1259,736,380,BUDAPEST,17,Budapest XXI. kerület,35
1260,840,555,BUDAPEST,17,Budapest XXI. kerület,36
1261,859,581,BUDAPEST,17,Budapest XXI. kerület,37
1262,810,321,BUDAPEST,17,Budapest XXI. kerület,38
1263,716,504,BUDAPEST,17,Budapest XXI. kerület,39
1264,962,654,BUDAPEST,17,Budapest XXI. kerület,40
1265,823,471,BUDAPEST,17,Budapest XXI. kerület,41
1266,960,606,BUDAPEST,17,Budapest XXI. kerület,42
1267,1069,733,BUDAPEST,17,Budapest XXI. kerület,43
1268,729,518,BUDAPEST,17,Budapest XXI. kerület,44
1269,687,484,BUDAPEST,17,Budapest XXI. kerület,45
1270,932,624,BUDAPEST,17,Budapest XXI. kerület,46
1271,713,473,BUDAPEST,17,Budapest XXI. kerület,47
1272,795,651,BUDAPEST,17,Budapest XXI. kerület,48
1273,779,610,BUDAPEST,17,Budapest XXI. kerület,49
1274,827,621,BUDAPEST,17,Budapest XXI. kerület,50
1275,859,645,BUDAPEST,17,Budapest XXI. kerület,51
1276,775,524,BUDAPEST,17,Budapest XXI. kerület,52
1277,845,627,BUDAPEST,17,Budapest XXI. kerület,53
1278,798,629,BUDAPEST,17,Budapest XXI. kerület,54
1279,886,680,BUDAPEST,17,Budapest XXI. kerület,55
1280,799,537,BUDAPEST,17,Budapest XXI. kerület,56
1281,800,562,BUDAPEST,17,Budapest XXI. kerület,57
1282,972,772,BUDAPEST,17,Budapest XXI. kerület,58
1283,958,775,BUDAPEST,17,Budapest XXI. kerület,59
1284,829,653,BUDAPEST,17,Budapest XXI. kerület,60
1285,751,599,BUDAPEST,17,Budapest XXI. kerület,61
1286,866,542,BUDAPEST,17,Budapest XXI. kerület,62
1287,746,548,BUDAPEST,17,Budapest XXI. kerület,63
1288,846,611,BUDAPEST,17,Budapest XXI. kerület,64
1289,1034,599,BUDAPEST,17,Budapest XXI. kerület,65
1290,925,645,BUDAPEST,17,Budapest XXI. kerület,66
1291,865,555,BUDAPEST,17,Budapest XXI. kerület,67
1292,961,703,BUDAPEST,17,Budapest XXI. kerület,68
1293,770,591,BUDAPEST,17,Budapest XXI. kerület,69
1294,728,459,BUDAPEST,17,Budapest XXI. kerület,70
1295,654,466,BUDAPEST,17,Budapest XXIII. kerület,1
1296,730,538,BUDAPEST,17,Budapest XXIII. kerület,2
1297,950,710,BUDAPEST,17,Budapest XXIII. kerület,3
1298,668,530,BUDAPEST,17,Budapest XXIII. kerület,4
1299,570,397,BUDAPEST,17,Budapest XXIII. kerület,5
1300,679,545,BUDAPEST,17,Budapest XXIII. kerület,6
1301,678,467,BUDAPEST,17,Budapest XXIII. kerület,7
1302,602,411,BUDAPEST,17,Budapest XXIII. kerület,8
1303,625,457,BUDAPEST,17,Budapest XXIII. kerület,9
1304,614,454,BUDAPEST,17,Budapest XXIII. kerület,10
1305,654,489,BUDAPEST,17,Budapest XXIII. kerület,11
1306,799,562,BUDAPEST,17,Budapest XXIII. kerület,12
1307,652,515,BUDAPEST,17,Budapest XXIII. kerület,13
1308,756,535,BUDAPEST,17,Budapest XXIII. kerület,14
1309,663,433,BUDAPEST,17,Budapest XXIII. kerület,15
1310,742,559,BUDAPEST,17,Budapest XXIII. kerület,16
1311,703,469,BUDAPEST,17,Budapest XXIII. kerület,17
1312,926,664,BUDAPEST,17,Budapest XXIII. kerület,18
1313,879,650,BUDAPEST,17,Budapest XXIII. kerület,19
1314,674,476,BUDAPEST,17,Budapest XXIII. kerület,20
1315,826,502,BUDAPEST,17,Budapest XXIII. kerület,21
1316,863,637,BUDAPEST,17,Budapest XXIII. kerület,22
1317,840,588,BUDAPEST,17,Budapest XXIII. kerület,23
1318,613,464,BUDAPEST,17,Budapest XXIII. kerület,24
1319,910,736,BUDAPEST,18,Budapest XI. kerület,81
1320,1102,846,BUDAPEST,18,Budapest XI. kerület,82
1321,1017,695,BUDAPEST,18,Budapest XI. kerület,83
1322,947,796,BUDAPEST,18,Budapest XI. kerület,84
1323,1071,839,BUDAPEST,18,Budapest XI. kerület,85
1324,1289,1029,BUDAPEST,18,Budapest XI. kerület,86
1325,839,624,BUDAPEST,18,Budapest XI. kerület,87
1326,1145,897,BUDAPEST,18,Budapest XI. kerület,88
1327,917,715,BUDAPEST,18,Budapest XI. kerület,89
1328,727,549,BUDAPEST,18,Budapest XI. kerület,90
1329,789,636,BUDAPEST,18,Budapest XI. kerület,91
1330,878,649,BUDAPEST,18,Budapest XI. kerület,92
1331,725,535,BUDAPEST,18,Budapest XI. kerület,93
1332,958,713,BUDAPEST,18,Budapest XI. kerület,94
1333,676,517,BUDAPEST,18,Budapest XI. kerület,95
1334,821,645,BUDAPEST,18,Budapest XI. kerület,96
1335,788,588,BUDAPEST,18,Budapest XI. kerület,97
1336,799,609,BUDAPEST,18,Budapest XI. kerület,98
1337,589,408,BUDAPEST,18,Budapest XI. kerület,99
1338,749,556,BUDAPEST,18,Budapest XI. kerület,100
1339,618,481,BUDAPEST,18,Budapest XI. kerület,101
1340,661,571,BUDAPEST,18,Budapest XI. kerület,102
1341,866,653,BUDAPEST,18,Budapest XI. kerület,103
1342,1034,881,BUDAPEST,18,Budapest XI. kerület,104
1343,1043,822,BUDAPEST,18,Budapest XI. kerület,105
1344,969,721,BUDAPEST,18,Budapest XI. kerület,106
1345,828,620,BUDAPEST,18,Budapest XI. kerület,107
1346,728,545,BUDAPEST,18,Budapest XI. kerület,108
1347,784,678,BUDAPEST,18,Budapest XI. kerület,109
1348,713,559,BUDAPEST,18,Budapest XI. kerület,110
1349,827,692,BUDAPEST,18,Budapest XI. kerület,111
1350,844,721,BUDAPEST,18,Budapest XI. kerület,112
1351,816,689,BUDAPEST,18,Budapest XI. kerület,113
1352,952,793,BUDAPEST,18,Budapest XI. kerület,114
1353,982,827,BUDAPEST,18,Budapest XI. kerület,115
1354,833,704,BUDAPEST,18,Budapest XI. kerület,116
1355,1093,881,BUDAPEST,18,Budapest XI. kerület,117
1356,1094,619,BUDAPEST,18,Budapest XI. kerület,118
1357,1058,907,BUDAPEST,18,Budapest XXII. kerület,1
1358,934,791,BUDAPEST,18,Budapest XXII. kerület,2
1359,1160,964,BUDAPEST,18,Budapest XXII. kerület,3
1360,1268,1047,BUDAPEST,18,Budapest XXII. kerület,4
1361,1315,1122,BUDAPEST,18,Budapest XXII. kerület,5
1362,1283,1067,BUDAPEST,18,Budapest XXII. kerület,6
1363,988,726,BUDAPEST,18,Budapest XXII. kerület,7
1364,850,620,BUDAPEST,18,Budapest XXII. kerület,8
1365,628,378,BUDAPEST,18,Budapest XXII. kerület,10
1366,1184,862,BUDAPEST,18,Budapest XXII. kerület,11
1367,1213,1018,BUDAPEST,18,Budapest XXII. kerület,12
1368,1161,863,BUDAPEST,18,Budapest XXII. kerület,13
1369,1141,946,BUDAPEST,18,Budapest XXII. kerület,14
1370,1041,829,BUDAPEST,18,Budapest XXII. kerület,15
1371,1233,980,BUDAPEST,18,Budapest XXII. kerület,16
1372,960,732,BUDAPEST,18,Budapest XXII. kerület,17
1373,1014,703,BUDAPEST,18,Budapest XXII. kerület,18
1374,1100,935,BUDAPEST,18,Budapest XXII. kerület,19
1375,1163,949,BUDAPEST,18,Budapest XXII. kerület,20
1376,1154,942,BUDAPEST,18,Budapest XXII. kerület,21
1377,971,803,BUDAPEST,18,Budapest XXII. kerület,22
1378,1195,920,BUDAPEST,18,Budapest XXII. kerület,23
1379,1236,999,BUDAPEST,18,Budapest XXII. kerület,24
1380,996,797,BUDAPEST,18,Budapest XXII. kerület,25
1381,1134,829,BUDAPEST,18,Budapest XXII. kerület,26
1382,1220,983,BUDAPEST,18,Budapest XXII. kerület,27
1383,1140,925,BUDAPEST,18,Budapest XXII. kerület,28
1384,1270,987,BUDAPEST,18,Budapest XXII. kerület,29
1385,1183,883,BUDAPEST,18,Budapest XXII. kerület,30
1386,1201,953,BUDAPEST,18,Budapest XXII. kerület,31
1387,1185,960,BUDAPEST,18,Budapest XXII. kerület,32
1388,1192,892,BUDAPEST,18,Budapest XXII. kerület,33
1389,1147,859,BUDAPEST,18,Budapest XXII. kerület,34
1390,1235,858,BUDAPEST,18,Budapest XXII. kerület,35
1391,1395,987,BUDAPEST,18,Budapest XXII. kerület,36
1392,1290,939,BUDAPEST,18,Budapest XXII. kerület,37
1393,548,377,BARANYA,1,Gyód,1
1394,1034,804,BARANYA,1,Keszü,1
1395,535,379,BARANYA,1,Kökény,1
1396,718,548,BARANYA,1,Pécs,29
1397,744,547,BARANYA,1,Pécs,30
1398,620,424,BARANYA,1,Pécs,31
1399,780,543,BARANYA,1,Pécs,32
1400,775,570,BARANYA,1,Pécs,33
1401,697,534,BARANYA,1,Pécs,34
1402,584,412,BARANYA,1,Pécs,35
1403,593,420,BARANYA,1,Pécs,36
1404,705,556,BARANYA,1,Pécs,37
1405,905,654,BARANYA,1,Pécs,38
1406,777,481,BARANYA,1,Pécs,39
1407,645,394,BARANYA,1,Pécs,40
1408,1052,791,BARANYA,1,Pécs,41
1409,568,365,BARANYA,1,Pécs,42
1410,604,403,BARANYA,1,Pécs,43
